Asunto,Género,Edad,Rango-Edad,Escolaridad,Ocupación,Pertenencia étnica,Discapacidad,Orientación sexual,Identidad de género,Desplazado,Estado civil,Factor vulnerabilidad,Fecha del hecho,Mes,Día,Hora (MM:MM),Rango-hora,DEPARTAMENTO,Municipio,Barrio/vereda,Comuna/corregimiento,Zona del hecho,Circunstancia,Contexto hecho,Mecanismo múltiple,Objeto vulnerante,Presunto agresor
Sin dato,Masculino,29,25-30,Bachillerato,Técnicos y asistentes de la medicina y la salud,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,Presos y/o detenidos,28/04/2018,abril,sábado,23:30:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,19,18-19,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,28/04/2018,abril,sábado,12:00:00,12:00- 17:59,HUILA,NEIVA,EL OASIS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro
Sin dato,Masculino,19,18-19,Básica primaria,Soldados de las Fuerzas Militares,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,28/04/2018,abril,sábado,23:50:00,6:00 -11:59,HUILA,NEIVA,CAMBULOS,Comuna 2,Cabecera municipal,Embriaguez (Alcohólica y no alcohólica),Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,18,18-19,Bachillerato sin terminar,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,28/04/2018,abril,sábado,19:30:00,18:00 -23:59,HUILA,NEIVA,CHAPINERO I Y II,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,43,41-45,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,FALSO,Soltero (a),Sin dato,28/04/2018,abril,sábado,8:00:00,6:00 -11:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,Sin dato,Conocido
Sin dato,Femenino,13,10-14,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Separado (a),No aplica,29/04/2018,abril,domingo,0:30:00,00:00 - 5:59,HUILA,NEIVA,PRIMERO DE MAYO,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Cortante,Arma blanca,Conocido
Sin dato,Masculino,33,31-35,Bachillerato sin terminar,Recolectores de material reciclable,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,29/04/2018,abril,domingo,0:10:00,00:00 - 5:59,HUILA,NEIVA,CUARTO CENTENARIO,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,34,31-35,Pregrado sin terminar,"Arquitectos, ingenieros y afines",Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Separado (a),No aplica,30/04/2018,abril,lunes,9:00:00,6:00 -11:59,HUILA,NEIVA,JOSE EUSTACIO RIVERA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,25,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),No aplica,30/04/2018,abril,lunes,19:30:00,18:00 -23:59,HUILA,NEIVA,TIMANCO,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,40,36-40,Profesional/Posgrado,"Arquitectos, ingenieros y afines",Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),No aplica,30/04/2018,abril,lunes,17:00:00,12:00- 17:59,HUILA,NEIVA,ALAMOS NORTE,Comuna 2,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,22,20-24,Bachillerato,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,30/04/2018,abril,lunes,16:00:00,12:00- 17:59,HUILA,NEIVA,ALAMOS NORTE,Comuna 2,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,26,25-30,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,01/05/2018,mayo,martes,17:00:00,12:00- 17:59,HUILA,NEIVA,ALTO EMAYA,Comuna 6,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,25,25-30,Básica primaria,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,01/05/2018,mayo,martes,6:30:00,6:00 -11:59,HUILA,NEIVA,ALAMOS NORTE,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,28,25-30,Pregrado sin terminar,"Vendedores y demostradores de tiendas, almacenes y afines",Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,01/05/2018,mayo,martes,6:30:00,6:00 -11:59,HUILA,NEIVA,ALAMOS NORTE,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Cortante,Arma blanca,Compañero (a) de trabajo
Sin dato,Masculino,34,31-35,Sin información,Oficios varios,Sin pertenencia étnica,Sin dato,Sin dato,Sin dato,FALSO,No aplica,No aplica,01/05/2018,mayo,martes,13:30:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Sin dato,,Delincuencia común
Sin dato,Masculino,22,20-24,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,01/05/2018,mayo,martes,14:30:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,32,31-35,Ninguna,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,01/05/2018,mayo,martes,16:00:00,12:00- 17:59,HUILA,NEIVA,ALFONSO LOPEZ PUMAREJO,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,,Policía
Lesiones,Masculino,7,05-09,Educación preescolar,Estudiante,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,01/05/2018,mayo,martes,16:10:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO CALLE / CAMINO REAL,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,25,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,01/05/2018,mayo,martes,17:30:00,12:00- 17:59,HUILA,NEIVA,LA ESPERANZA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Arma blanca,Conocido
Sin dato,Masculino,33,31-35,Ninguna,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,01/05/2018,mayo,martes,18:00:00,18:00 -23:59,HUILA,NEIVA,SIN DATO,NA,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,39,36-40,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,01/05/2018,mayo,martes,20:00:00,18:00 -23:59,HUILA,NEIVA,OBRERO,Comuna 7,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,Sin dato,Policía
Sin dato,Masculino,20,20-24,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,01/05/2018,mayo,martes,Sin dato,Sin dato,HUILA,NEIVA,ESTADIO URDANETA,Comuna 4,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Sin dato,,Otro
Sin dato,Masculino,32,31-35,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Separado (a),No aplica,02/05/2018,mayo,miércoles,9:00:00,6:00 -11:59,HUILA,NEIVA,PANORAMA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,20,20-24,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Separado (a),No aplica,03/05/2018,mayo,jueves,18:30:00,18:00 -23:59,HUILA,NEIVA,EL TRIANGULO,Comuna 1,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,35,31-35,Pregrado sin terminar,Pensionados / Jubilados,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,04/05/2018,mayo,viernes,8:00:00,6:00 -11:59,HUILA,NEIVA,JOSE EUSTACIO RIVERA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Femenino,22,20-24,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),No aplica,04/05/2018,mayo,viernes,11:00:00,6:00 -11:59,HUILA,NEIVA,ALTO EMAYA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Masculino,28,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),No aplica,04/05/2018,mayo,viernes,11:00:00,6:00 -11:59,HUILA,NEIVA,EMAYA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,49,46-50,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,04/05/2018,mayo,viernes,11:00:00,6:00 -11:59,HUILA,NEIVA,ALTO EMAYA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Masculino,35,31-35,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,04/05/2018,mayo,viernes,11:00:00,6:00 -11:59,HUILA,NEIVA,ALTO EMAYA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Femenino,46,46-50,Básica primaria,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),No aplica,04/05/2018,mayo,viernes,12:00:00,12:00- 17:59,HUILA,NEIVA,EL CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,No Identificado
Lesiones,Femenino,14,10-14,Bachillerato sin terminar,Estudiante,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,04/05/2018,mayo,viernes,16:30:00,12:00- 17:59,HUILA,NEIVA,LUIS IGNACIO ANDRADE,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Lesiones,Masculino,20,20-24,Básica primaria,Oficiales y operarios de la construcción,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,04/05/2018,mayo,viernes,20:00:00,18:00 -23:59,HUILA,NEIVA,VILLA NAZARETH,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,30,25-30,Bachillerato,Asesores comerciales y corredores,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,04/05/2018,mayo,viernes,Sin dato,Sin dato,HUILA,NEIVA,ALBERTO GALINDO,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,22,20-24,Bachillerato sin terminar,Otros trabajadores informales sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,04/05/2018,mayo,viernes,Sin dato,Sin dato,HUILA,NEIVA,ALBERTO GALINDO,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,20,20-24,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,04/05/2018,mayo,viernes,Sin dato,Sin dato,HUILA,NEIVA,QUEBRADITAS,Comuna 4,Cabecera municipal,Ejercicio de actividades ilícitas,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro
Sin dato,Masculino,26,25-30,Técnica/Tecnológica,Oficiales y operarios de la construcción,Negro/Afrodescendiente,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,05/05/2018,mayo,sábado,9:00:00,6:00 -11:59,HUILA,NEIVA,LA COLINA,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Lesiones,Masculino,23,20-24,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin dato,Sin dato,Sin dato,Sin dato,FALSO,No aplica,No aplica,05/05/2018,mayo,sábado,21:00:00,18:00 -23:59,HUILA,NEIVA,NUEVA GRANADA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Femenino,24,20-24,Bachillerato sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,05/05/2018,mayo,sábado,23:00:00,18:00 -23:59,HUILA,NEIVA,FORTALECILLAS,Corregimiento Fortalecillas,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Utensilios de aseo y limpieza",Vecino
Sin dato,Masculino,61,>61,Primaria sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,05/05/2018,mayo,sábado,23:00:00,18:00 -23:59,HUILA,NEIVA,FORTALECILLAS,Corregimiento Fortalecillas,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,69,>61,Pregrado sin terminar,Otros técnicos no especificados,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,05/05/2018,mayo,sábado,23:00:00,18:00 -23:59,HUILA,NEIVA,JOSE EUSTACIO RIVERA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Herramientas",Bandas criminales
Sin dato,Masculino,21,20-24,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,05/05/2018,mayo,sábado,Sin dato,Sin dato,HUILA,NEIVA,CUARTO CENTENARIO,Comuna 6,Cabecera municipal,Agresión contra grupos marginales o descalificados,Violencia interpersonal,Contundente,Otro,No Identificado
Sin dato,Masculino,16,15-17,Básica primaria,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,05/05/2018,mayo,sábado,20:00:00,18:00 -23:59,HUILA,NEIVA,NUEVA GRANADA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Arma de Fuego,Arma de fuego,Delincuencia común
Sin dato,Femenino,36,36-40,Bachillerato,Trabajadores de los cuidados personales y afines,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,06/05/2018,mayo,domingo,19:00:00,18:00 -23:59,HUILA,NEIVA,SANTA ISABEL,Comuna 6,Cabecera municipal,Sin dato,Violencia interpersonal,Sin dato,Sin dato,Policía
Sin dato,Masculino,23,20-24,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,06/05/2018,mayo,domingo,13:40:00,12:00- 17:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Vecino
Lesiones,Masculino,22,20-24,Bachillerato,Oficiales y operarios de la construcción,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,06/05/2018,mayo,domingo,18:30:00,18:00 -23:59,HUILA,NEIVA,DARIO ECHANDIA,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Lesiones,Masculino,30,25-30,Bachillerato sin terminar,Miembros de las Fuerzas Armadas y de Policía,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,06/05/2018,mayo,domingo,20:30:00,18:00 -23:59,HUILA,NEIVA,ALTICO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,25,25-30,Bachillerato sin terminar,Operarios del procesamiento de alimentos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,06/05/2018,mayo,domingo,22:00:00,18:00 -23:59,HUILA,NEIVA,VILLA REGINA,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Masculino,39,36-40,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,06/05/2018,mayo,domingo,23:45:00,18:00 -23:59,HUILA,NEIVA,VILLA REGINA,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro personal de custodia
Sin dato,Masculino,22,20-24,Bachillerato,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),No aplica,07/05/2018,mayo,lunes,19:40:00,18:00 -23:59,HUILA,NEIVA,TIMANCO,Comuna 6,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Femenino,56,56-60,Bachillerato,Encargado (a) del hogar –Rol del Hogar- Ama de Casa,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Casado (a),No aplica,07/05/2018,mayo,lunes,7:15:00,6:00 -11:59,HUILA,NEIVA,LUIS CARLOS GALAN,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Conocido
Lesiones,Masculino,26,25-30,Bachillerato,Conductores de vehículos de motor,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,07/05/2018,mayo,lunes,7:30:00,6:00 -11:59,HUILA,NEIVA,LUIS CARLOS GALAN,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Compañero (a) de trabajo
Sin dato,Masculino,67,>61,Técnica/Tecnológica,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Homosexual,Transformista,FALSO,Soltero (a),No aplica,07/05/2018,mayo,lunes,8:00:00,6:00 -11:59,HUILA,NEIVA,ASENTAMIENTO VILLA FERRY,Comuna 9,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,,Policía
Sin dato,Femenino,39,36-40,Pregrado sin terminar,"Profesionales en organización, administración de empresas, análisis financiero y afines",Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,07/05/2018,mayo,lunes,10:00:00,6:00 -11:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",No Identificado
Sin dato,Masculino,25,25-30,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,07/05/2018,mayo,lunes,10:00:00,6:00 -11:59,HUILA,NEIVA,TERMINAL,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,,Policía
Sin dato,Femenino,33,31-35,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,07/05/2018,mayo,lunes,11:00:00,6:00 -11:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Sin dato
Lesiones,Masculino,18,18-19,Bachillerato,Estudiante,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,07/05/2018,mayo,lunes,11:25:00,6:00 -11:59,HUILA,NEIVA,ANTONIO BARAYA,Comuna 10,Cabecera municipal,Hurto,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,13,10-14,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,07/05/2018,mayo,lunes,20:00:00,18:00 -23:59,HUILA,NEIVA,TIMANCO,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Lesiones,Femenino,16,15-17,Bachillerato,Estudiante,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,08/05/2018,mayo,martes,17:00:00,12:00- 17:59,HUILA,NEIVA,DIVINO NIÑO,Comuna 8,Cabecera municipal,Sin dato,Violencia interpersonal,Sin dato,Sin dato,Policía
Lesiones,Masculino,39,36-40,Pregrado sin terminar,Oficios varios,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,08/05/2018,mayo,martes,15:00:00,12:00- 17:59,HUILA,NEIVA,LAS AMERICAS,Comuna 8,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,40,36-40,Bachillerato,Mecánicos y ajustadores de máquinas y equipos,Sin pertenencia étnica,Sin dato,Heterosexual,No aplica,FALSO,Unión libre,No aplica,08/05/2018,mayo,martes,19:00:00,18:00 -23:59,HUILA,NEIVA,JOSE MARIA CARBONELL,Comuna 9,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Lesiones,Masculino,35,31-35,Bachillerato sin terminar,Otras ocupaciones no clasificadas,Sin dato,Sin dato,Heterosexual,No aplica,FALSO,Soltero (a),No aplica,08/05/2018,mayo,martes,19:00:00,18:00 -23:59,HUILA,NEIVA,SAN ANTONIO,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Arma blanca",Vecino
